Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
049630,KR7049630007,재영솔루텍,KOSDAQ,중견기업부,5330,2,-330,-5.83,5880,5890,5080,17318151,92627158645,623063994800,116897560,KSQ
456040,KR7456040005,OCI,KOSPI,,69300,2,-1100,-1.56,69800,70000,68800,42346,2938239300,620407903500,8952495,STK
006380,KR7006380000,카프로,KOSPI,,3660,0,0,0.0,0,0,0,0,0,618539985360,168999996,STK
005420,KR7005420005,코스모화학,KOSPI,,16040,2,-170,-1.05,15930,16250,15840,268424,4307996510,616067977120,38408228,STK
015750,KR7015750003,성우하이텍,KOSDAQ,우량기업부,7680,2,-130,-1.66,7560,7760,7510,1037211,7942559510,614400000000,80000000,KSQ
005880,KR7005880000,대한해운,KOSPI,,1888,1,22,1.18,1866,1889,1852,2442547,4583087520,609346977920,322747340,STK
005389,KR7005383005,현대차3우B,KOSPI,,261000,2,-2000,-0.76,253000,262500,250000,46811,12059514000,607464972000,2327452,STK
002030,KR7002030005,아세아,KOSPI,,292500,1,8000,2.81,282000,294000,277500,3337,958332250,606248955000,2072646,STK
030520,KR7030520001,한글과컴퓨터,KOSDAQ GLOBAL,우량기업부,25000,1,300,1.21,24500,25250,24450,393241,9796508700,604493600000,24179744,KSQ
017940,KR7017940008,E1,KOSPI,,88000,2,-500,-0.56,88500,89000,86100,18757,1642332750,603680000000,6860000,STK
126340,KR7126340009,비나텍,KOSDAQ,벤처기업부,89600,1,4700,5.54,84700,89900,84300,108972,9586742050,603340236800,6733708,KSQ
322000,KR7322000001,HD현대에너지솔루션,KOSPI,,53700,2,-1200,-2.19,54700,55200,53000,183674,9802751750,601440000000,11200000,STK
119850,KR7119850006,지엔씨에너지,KOSDAQ,우량기업부,36450,1,600,1.67,37250,37300,36100,221573,8096449475,599562733050,16448909,KSQ
094170,KR7094170008,동운아나텍,KOSDAQ,우량기업부,28450,2,-900,-3.07,28600,28950,27900,137960,3912296200,594887679200,20909936,KSQ
356860,KR7356860007,티엘비,KOSDAQ,우량기업부,60000,1,1000,1.69,58100,60500,57800,176769,10536969900,589957800000,9832630,KSQ
171090,KR7171090004,선익시스템,KOSDAQ,중견기업부,61700,2,-3100,-4.78,64300,66500,61400,167088,10543384400,589944796800,9561504,KSQ
002240,KR7002240000,고려제강,KOSPI,,21800,2,-200,-0.91,22150,22150,21600,28001,611236400,588600000000,27000000,STK
272290,KR7272290008,이녹스첨단소재,KOSDAQ GLOBAL,우량기업부,29450,1,250,0.86,28700,29600,28300,522486,15251022825,586869528100,19927658,KSQ
025320,KR7025320003,시노펙스,KOSDAQ,우량기업부,6670,1,300,4.71,6340,6860,6290,1442684,9626966795,585182751820,87733546,KSQ
383310,KR7383310000,에코프로에이치엔,KOSDAQ,우량기업부,27800,1,700,2.58,26650,28800,26500,451665,12603111575,583103109600,20974932,KSQ
455900,KR7455900001,엔젤로보틱스,KOSDAQ,기술성장기업부,38150,2,-1350,-3.42,38300,39000,37300,347668,13213504500,580568721950,15218053,KSQ
003545,KR7003541000,대신증권우,KOSPI,,22250,1,300,1.37,21950,22350,21700,120845,2669235425,578500000000,26000000,STK
089010,KR7089010003,켐트로닉스,KOSDAQ,우량기업부,35200,3,0,0.0,34850,35500,34200,423395,14825612800,575144169600,16339323,KSQ
376270,KR7376270005,HEM파마,KOSDAQ,기술성장기업부,80300,1,10100,14.39,69800,80800,67900,102254,7521953750,574765478100,7157727,KSQ
220100,KR7220100002,퓨쳐켐,KOSDAQ,기술성장기업부,25550,2,-100,-0.39,25200,25950,25050,190491,4851316825,573020581000,22427420,KSQ
003030,KR7003030004,세아제강지주,KOSPI,,138200,2,-600,-0.43,138900,140500,135300,19322,2640501100,572376997400,4141657,STK
006220,KR7006220008,제주은행,KOSPI,,15120,1,3120,26.0,12390,15340,12220,8410508,121448328410,571514181840,37798557,STK
090460,KR7090460007,비에이치,KOSPI,,16860,1,50,0.3,16870,17220,16720,203540,3439863300,568376530680,33711538,STK
002960,KR7002960003,한국쉘석유,KOSPI,,437000,2,-1500,-0.34,437500,440000,434000,2850,1246002000,568100000000,1300000,STK
377740,KR7377740006,바이오노트,KOSPI,,5520,2,-10,-0.18,5530,5550,5460,38650,212901525,563349384960,102056048,STK
005810,KR7005810007,풍산홀딩스,KOSPI,,39050,2,-500,-1.26,39150,39400,38850,26201,1022221350,562995252600,14417292,STK
478340,KR7478340003,나라스페이스테크놀로지,KOSDAQ,기술성장기업부,48750,1,1650,3.5,46000,53200,45250,2771667,137605467600,562262561250,11533591,KSQ
336370,KR7336370002,솔루스첨단소재,KOSPI,,7980,2,-30,-0.37,7900,8060,7820,264730,2105767005,560334405120,70217344,STK
038500,KR7038500005,삼표시멘트,KOSDAQ,우량기업부,5190,1,315,6.46,4920,5330,4915,5983861,30827307440,560085628140,107916306,KSQ
001500,KR7001500008,현대차증권,KOSPI,,9030,1,100,1.12,8990,9100,8830,168055,1514237705,558352387320,61833044,STK
253590,KR7253590004,네오셈,KOSDAQ,우량기업부,12620,1,760,6.41,11930,12660,11500,1163791,14329894220,553628849680,43869164,KSQ
117730,KR7117730002,티로보틱스,KOSDAQ,벤처기업부,25050,2,-1300,-4.93,25850,26150,24900,709704,17903095500,553218628800,22084576,KSQ
016380,KR7016380008,KG스틸,KOSPI,,5450,2,-70,-1.27,5500,5570,5400,307236,1673179805,545048488650,100008897,STK
036620,KR7036620003,감성코퍼레이션,KOSDAQ,우량기업부,6020,2,-30,-0.5,5980,6290,5870,1112591,6820643950,544832701420,90503771,KSQ
041960,KR7041960006,코미팜,KOSDAQ,벤처기업부,7370,1,20,0.27,7370,7690,7320,236516,1765862300,544543468150,73886495,KSQ
484590,KR7484590005,삼양컴텍,KOSDAQ,중견기업부,13200,2,-170,-1.27,13230,13260,13120,115200,1519777505,543977940000,41210450,KSQ
105630,KR7105630008,한세실업,KOSPI,,13520,1,210,1.58,13350,13800,13160,198080,2683683490,540800000000,40000000,STK
145720,KR7145720009,덴티움,KOSPI,,48800,1,100,0.21,48600,49200,48200,39402,1919462925,540158904000,11068830,STK
252990,KR7252990007,샘씨엔에스,KOSDAQ,기술성장기업부,9200,1,560,6.48,8510,9270,8510,2283474,20472926225,537170179600,58388063,KSQ
014830,KR7014830004,유니드,KOSPI,,79100,1,200,0.25,78900,83000,78000,73675,5882617500,535317160000,6767600,STK
000400,KR7000400002,롯데손해보험,KOSPI,,1716,1,18,1.06,1715,1722,1683,291282,496178063,532537125120,310336320,STK
004690,KR7004690004,삼천리,KOSPI,,131000,2,-1400,-1.06,131500,131700,129300,12122,1585600400,531208275000,4055025,STK
199800,KR7199800004,툴젠,KOSDAQ,기술성장기업부,59100,2,-300,-0.51,58000,59800,57900,23618,1388011250,530424686700,8975037,KSQ
090435,KR7090431008,아모레퍼시픽우,KOSPI,,49950,1,1950,4.06,48000,50900,47750,41228,2061493975,527363608500,10557830,STK
105840,KR7105840003,우진,KOSPI,,26100,1,2050,8.52,29250,29250,25650,3402821,93548179550,527159187000,20197670,STK
094800,KR7094800000,맵스리얼티,KOSPI,,5650,1,230,4.24,5450,5830,5410,275968,1545529810,524513970150,92834331,STK
083450,KR7083450007,GST,KOSDAQ,우량기업부,28450,1,1100,4.02,27550,28450,27150,365153,10144021950,524333500000,18430000,KSQ
450950,KR7450950001,아스테라시스,KOSDAQ,벤처기업부,13940,2,-70,-0.5,14030,14170,13860,162830,2273281620,522848862480,37507092,KSQ
093050,KR7093050003,LF,KOSPI,,17860,1,170,0.96,17780,17860,17530,24718,438770240,522226400000,29240000,STK
284740,KR7284740008,쿠쿠홈시스,KOSPI,,23250,2,-550,-2.31,23800,23800,23100,26892,626964775,521667922500,22437330,STK
069080,KR7069080000,웹젠,KOSDAQ GLOBAL,우량기업부,15020,2,-80,-0.53,14870,15470,14780,316193,4810673810,519705277680,34600884,KSQ
368770,KR7368770004,파이버프로,KOSDAQ,벤처기업부,15800,2,-1210,-7.11,16930,16930,15710,997435,15981495640,519096755000,32854225,KSQ
097520,KR7097520001,엠씨넥스,KOSPI,,29800,2,-700,-2.3,30350,30350,29600,78184,2337631150,518564700000,17401500,STK
192650,KR7192650000,드림텍,KOSPI,,7510,1,110,1.49,7450,7580,7410,646483,4841668880,517364207910,68890041,STK
016610,KR7016610008,DB증권,KOSPI,,12150,1,270,2.27,11980,12230,11760,102782,1236088445,515723626350,42446389,STK
091810,KR7091810002,티웨이항공,KOSPI,,1522,1,14,0.93,1500,1557,1490,889269,1366926804,511367701270,335984035,STK
200710,KR7200710002,에이디테크놀로지,KOSDAQ,중견기업부,37950,1,1500,4.12,36250,38450,35800,484273,17953334650,510079194900,13440822,KSQ
170900,KR7170900005,동아에스티,KOSPI,,54300,1,1100,2.07,54000,55200,52800,43425,2344552550,507848949300,9352651,STK
059090,KR7059090001,미코,KOSDAQ,중견기업부,15080,1,1040,7.41,14310,15350,14160,1235628,18511445125,503925012240,33416778,KSQ
053030,KR7053030003,바이넥스,KOSDAQ,중견기업부,15390,1,260,1.72,15060,15580,14980,471829,7252586515,503009653320,32684188,KSQ
271940,KR7271940009,일진하이솔루스,KOSPI,,13820,1,60,0.44,13900,14020,13760,44148,611142900,501848285800,36313190,STK
016800,KR7016800005,퍼시스,KOSPI,,43600,1,550,1.28,43150,44250,43000,2451,107253075,501400000000,11500000,STK
016590,KR7016590002,신대양제지,KOSPI,,12440,1,320,2.64,12020,12920,11810,16929,208137330,501304880800,40297820,STK
453340,KR7453340002,현대그린푸드,KOSPI,,15240,2,-10,-0.07,15310,15330,15190,68911,1051034385,500166833040,32819346,STK
039440,KR7039440003,에스티아이,KOSDAQ,우량기업부,32200,1,1200,3.87,31650,32300,31150,347134,11016062625,499326913400,15507047,KSQ
033240,KR7033240003,자화전자,KOSPI,,22900,2,-100,-0.43,22800,23000,22300,220788,4988026150,498226964400,21756636,STK
052020,KR7052020005,에스티큐브,KOSDAQ,투자주의환기종목(소속부없음),7320,1,50,0.69,7340,7490,7090,266992,1931500710,497637690120,67983291,KSQ
017810,KR7017810003,풀무원,KOSPI,,13020,2,-60,-0.46,12960,13100,12960,41863,545174225,496329456840,38120542,STK
230360,KR7230360000,에코마케팅,KOSDAQ,우량기업부,15900,2,-10,-0.06,15910,15910,15880,101182,1609108130,492880252200,30998758,KSQ
215600,KR7215600008,신라젠,KOSDAQ,중견기업부,3560,1,80,2.3,3450,3640,3370,1951889,6849689529,491742216160,138129836,KSQ
145990,KR7145990008,삼양사,KOSPI,,47650,2,-150,-0.31,47600,48200,47000,20499,977897100,491435844850,10313449,STK
034310,KR7034310003,NICE,KOSPI,,13240,2,-90,-0.68,13330,13380,13150,56180,743576820,486664758680,36757157,STK
050890,KR7050890003,쏠리드,KOSDAQ,우량기업부,7990,1,80,1.01,7890,8260,7820,1296405,10432985170,485444706660,60756534,KSQ
179900,KR7179900006,유티아이,KOSDAQ,벤처기업부,24500,1,400,1.66,24300,25150,24000,228644,5672075075,484865094000,19790412,KSQ
194480,KR7194480000,데브시스터즈,KOSDAQ,벤처기업부,39950,1,2850,7.68,36950,40700,36500,244002,9637777950,484559542500,12129150,KSQ
058970,KR7058970005,엠로,KOSDAQ,기술성장기업부,39100,1,450,1.16,38050,40350,38050,131213,5136814775,483311346400,12360904,KSQ
009900,KR7009900002,명신산업,KOSPI,,9210,2,-130,-1.39,9220,9310,9140,174986,1610339295,483249924930,52470133,STK
000070,KR7000070003,삼양홀딩스,KOSPI,,62200,1,1900,3.15,60000,62400,60000,31264,1927542200,482870480200,7763191,STK
298830,KR7298830001,슈어소프트테크,KOSDAQ,벤처기업부,9030,2,-80,-0.88,8900,9490,8820,3386525,31015348490,482730245970,53458499,KSQ
104830,KR7104830005,원익머트리얼즈,KOSDAQ,우량기업부,38250,1,650,1.73,37600,38300,36350,71118,2667129375,482256000000,12608000,KSQ
009410,KR7009410002,태영건설,KOSPI,,1619,2,-7,-0.43,1623,1664,1610,340652,553579291,481798336282,297590078,STK
178920,KR7178920005,PI첨단소재,KOSPI,,16370,2,-170,-1.03,16350,16520,16310,79077,1296670075,480726691140,29366322,STK
130660,KR7130660004,한전산업,KOSPI,,14740,1,2470,20.13,15950,15950,14330,12394237,190003292060,480524000000,32600000,STK
029530,KR7029530003,신도리코,KOSPI,,47650,1,300,0.63,47500,47850,46800,9683,458691600,480313381850,10080029,STK
003300,KR7003300001,한일홀딩스,KOSPI,,15550,2,-150,-0.96,15580,15750,15520,15013,233994040,479451346200,30832884,STK
025900,KR7025900002,동화기업,KOSDAQ GLOBAL,중견기업부,9480,2,-80,-0.84,9420,9710,9290,244445,2325533715,479283061800,50557285,KSQ
475400,KR7475400008,씨메스,KOSDAQ,기술성장기업부,40950,2,-1550,-3.65,42200,43750,40500,301725,12541127875,479183058900,11701662,KSQ
114190,KR7114190002,강원에너지,KOSDAQ,우량기업부,18230,2,-60,-0.33,19260,19360,18100,1077597,19984626930,476222982740,26123038,KSQ
494120,KR7494120009,큐리오시스,KOSDAQ,기술성장기업부,62500,2,-1500,-2.34,62500,65200,61500,128973,8123851150,476030125000,7616482,KSQ
318060,KR7318060001,그래피,KOSDAQ,기술성장기업부,42800,1,900,2.15,42000,47750,41150,486465,21582861300,475840855600,11117777,KSQ
394800,KR7394800007,쓰리빌리언,KOSDAQ,기술성장기업부,14940,2,-180,-1.19,15250,15400,14780,234173,3511710780,474516451440,31761476,KSQ
200670,KR7200670008,휴메딕스,KOSDAQ,우량기업부,42250,2,-650,-1.52,42850,43350,42050,61766,2616927025,474464542500,11229930,KSQ
004700,KR7004700001,조광피혁,KOSPI,,71300,2,-100,-0.14,72500,72500,70800,4853,346638300,474083539400,6649138,STK
045100,KR7045100005,한양이엔지,KOSDAQ,우량기업부,26250,1,1700,6.92,25000,28000,24550,750040,19760558100,472500000000,18000000,KSQ
024850,KR7024850000,HLB이노베이션,KOSDAQ,중견기업부,3215,1,150,4.89,3050,3300,2995,2229977,7067084872,472233497105,146884447,KSQ
026890,KR7026890004,스틱인베스트먼트,KOSPI,,11220,1,140,1.26,10980,11290,10940,108873,1214045220,467629123500,41678175,STK
099440,KR7099440000,스맥,KOSDAQ,우량기업부,6850,2,-180,-2.56,7000,7070,6830,1330271,9161002365,467467248900,68243394,KSQ
464080,KR7464080001,에스오에스랩,KOSDAQ,기술성장기업부,26250,1,900,3.55,24750,27450,24300,1837295,48452541425,467172168750,17797035,KSQ
352480,KR7352480008,씨앤씨인터내셔널,KOSDAQ,우량기업부,34200,1,1000,3.01,34000,35200,33100,61088,2105444725,466142614200,13629901,KSQ
078340,KR7078340007,컴투스,KOSDAQ GLOBAL,중견기업부,36450,1,1700,4.89,34700,37250,34500,251202,9092490000,464291169750,12737755,KSQ
161000,KR7161000005,애경케미칼,KOSPI,,9470,2,-180,-1.87,9510,9700,9410,196728,1868861090,460703274230,48648709,STK
348950,KR7348950007,제이알글로벌리츠,KOSPI,,2312,2,-58,-2.45,2370,2380,2285,2796533,6497343371,456333312000,197376000,STK
389500,KR7389500000,에스비비테크,KOSDAQ,기술성장기업부,72000,2,-1800,-2.44,73700,75000,70800,362420,26167308250,456041088000,6333904,KSQ
031330,KR7031330004,에스에이엠티,KOSDAQ,우량기업부,4560,1,160,3.64,4370,4585,4270,1221143,5408932845,455977505520,99995067,KSQ
107640,KR7107640005,한중엔시에스,KOSDAQ,기술성장기업부,50300,1,1550,3.18,47600,51900,47100,293145,14647931575,455966783800,9064946,KSQ
089590,KR7089590004,제주항공,KOSPI,,5640,1,20,0.36,5640,5770,5580,258486,1471776170,454815155400,80640985,STK
089890,KR7089890008,코세스,KOSDAQ,우량기업부,27300,1,1500,5.81,26500,28200,25500,491601,12989620225,452769462600,16584962,KSQ
037270,KR7037270006,YG PLUS,KOSPI,,7110,2,-110,-1.52,7250,7360,7090,1172964,8450794590,452644712100,63663110,STK
425420,KR7425420007,티에프이,KOSDAQ,우량기업부,37800,1,1700,4.71,36000,38350,35750,132941,4942018500,452114838000,11960710,KSQ
448730,KR7448730002,삼성FN리츠,KOSPI,,4930,1,30,0.61,4900,4940,4860,181448,892128581,448876500000,91050000,STK
215200,KR7215200007,메가스터디교육,KOSDAQ GLOBAL,우량기업부,42950,2,-150,-0.35,43200,45000,42950,94319,4145570100,445186027200,10365216,KSQ
079940,KR7079940003,가비아,KOSDAQ,우량기업부,33000,2,-50,-0.15,33200,33300,32700,13601,448031400,442882572000,13420684,KSQ
034950,KR7034950006,한국기업평가,KOSDAQ,우량기업부,97100,2,-400,-0.41,97800,97800,97000,1435,139703050,440883909400,4540514,KSQ
183190,KR7183190008,아세아시멘트,KOSPI,,11860,1,170,1.45,11620,11950,11600,111308,1310946235,437962023880,36927658,STK
005610,KR7005610001,SPC삼립,KOSPI,,50700,1,200,0.4,50900,50900,50400,5948,300985350,437490756300,8629009,STK
357120,KR7357120005,코람코라이프인프라리츠,KOSPI,,4490,1,40,0.9,4450,4505,4430,167910,753204017,437035739460,97335354,STK
099190,KR7099190001,아이센스,KOSDAQ,우량기업부,15810,1,160,1.02,15630,16080,15540,104111,1655270630,436481310060,27607926,KSQ
304360,KR7304360001,에스바이오메딕스,KOSDAQ,벤처기업부,35000,1,100,0.29,35300,36050,34250,110591,3894425300,433479480000,12385128,KSQ
206650,KR7206650004,유바이오로직스,KOSDAQ,기술성장기업부,11810,2,-30,-0.25,11840,11970,11700,136168,1612128260,433099945670,36672307,KSQ
027360,KR7027360007,아주IB투자,KOSDAQ,벤처기업부,3570,1,30,0.85,3580,3685,3460,3886839,13802532253,432489099420,121145406,KSQ
344820,KR7344820006,KCC글라스,KOSPI,,27075,1,25,0.09,27050,27150,26850,22351,603671275,432401612400,15970512,STK
053610,KR7053610002,프로텍,KOSDAQ,우량기업부,39200,1,950,2.48,38200,39550,37750,75736,2944557050,431200000000,11000000,KSQ
094480,KR7094480001,갤럭시아머니트리,KOSDAQ,중견기업부,10960,1,150,1.39,10910,11350,10730,1246454,13780865685,429959024480,39229838,KSQ
309710,KR7309710002,아이티켐,KOSDAQ,기술성장기업부,33550,3,0,0.0,33650,34250,32800,73703,2456991425,428869683550,12783001,KSQ
462350,KR7462350000,이노스페이스,KOSDAQ,기술성장기업부,20650,1,400,1.98,20250,21250,19250,1582169,32016033580,425824248850,20621029,KSQ
448900,KR7448900001,한국피아이엠,KOSDAQ,기술성장기업부,70500,1,1000,1.44,68300,72600,67100,102576,7186522250,423314218500,6004457,KSQ
092200,KR7092200005,디아이씨,KOSPI,,10870,2,-140,-1.27,11010,11100,10540,1249416,13486482305,422718745030,38888569,STK
041830,KR7041830001,인바디,KOSDAQ,우량기업부,31050,2,-200,-0.64,31100,31600,30750,22517,700745500,418581386100,13480882,KSQ
122640,KR7122640006,예스티,KOSDAQ,벤처기업부,19500,1,160,0.83,19210,19610,18510,125056,2384196415,416321509500,21349821,KSQ
098070,KR7098070006,한텍,KOSDAQ,중견기업부,37400,1,1000,2.75,38400,39850,37150,222641,8440580275,415930673400,11121141,KSQ
002710,KR7002710002,TCC스틸,KOSPI,,15830,2,-230,-1.43,15780,16140,15600,179858,2847269430,414962823510,26213697,STK
060980,KR7060980000,HL홀딩스,KOSPI,,44900,2,-800,-1.75,45200,45200,44500,36848,1649812275,413685117300,9213477,STK
006110,KR7006110001,삼아알미늄,KOSPI,,28100,2,-900,-3.1,28400,28750,27550,174582,4909084750,413404839600,14711916,STK
005945,KR7005941000,NH투자증권우,KOSPI,,21900,1,500,2.34,21500,21950,21250,62452,1350491600,413274199200,18870968,STK
200130,KR7200130003,콜마비앤에이치,KOSDAQ GLOBAL,우량기업부,14040,1,500,3.69,13630,14130,13490,177642,2486474495,412994434320,29415558,KSQ
000650,KR7000650002,천일고속,KOSPI,,286500,1,4500,1.6,283000,326500,282500,60384,18145347750,409471530000,1429220,STK
065660,KR7065660003,안트로젠,KOSDAQ,기술성장기업부,40750,1,1150,2.9,38600,41000,38600,28581,1133907000,407748575000,10006100,KSQ
072710,KR7072710007,농심홀딩스,KOSPI,,87900,2,-1000,-1.12,89500,89500,87600,16347,1437923600,407661741000,4637790,STK
138610,KR7138610001,나이벡,KOSDAQ,기술성장기업부,35850,1,600,1.7,35300,36300,35000,113277,4028324050,407434174500,11364970,KSQ
078350,KR7078350006,한양디지텍,KOSDAQ,우량기업부,26700,1,3750,16.34,23900,26900,23250,715385,18045174175,407024999400,15244382,KSQ
144510,KR7144510005,지씨셀,KOSDAQ,중견기업부,25750,1,1450,5.97,23800,26250,23800,184334,4641763075,406858858000,15800344,KSQ
101930,KR7101930006,인화정공,KOSDAQ,우량기업부,44050,1,500,1.15,44100,44350,43300,7798,342171950,406708452100,9232882,KSQ
459510,KR7459510004,나우로보틱스,KOSDAQ,기술성장기업부,31250,2,-600,-1.88,30650,31650,30400,329068,10162726925,404855687500,12955382,KSQ
006910,KR7006910004,보성파워텍,KOSDAQ,벤처기업부,8210,1,20,0.24,9330,9400,8110,13123279,114113070390,403355855040,49129824,KSQ
046890,KR7046890000,서울반도체,KOSDAQ GLOBAL,중견기업부,6890,1,180,2.68,6710,6950,6610,654551,4483167650,401724206000,58305400,KSQ
200880,KR7200880003,서연이화,KOSPI,,14830,2,-170,-1.13,14450,14880,14410,204250,2998180745,400831720710,27028437,STK
338840,KR7338840002,와이바이오로직스,KOSDAQ,기술성장기업부,26400,1,1200,4.76,24700,26700,24500,204751,5216863925,400701338400,15178081,KSQ
460860,KR7460860000,동국제강,KOSPI,,8060,2,-160,-1.95,8220,8220,8050,240763,1952299810,399840617020,49608017,STK
042520,KR7042520007,한스바이오메드,KOSDAQ,벤처기업부,28000,2,-200,-0.71,27700,28600,26300,268669,7512955575,398758276000,14241367,KSQ
340570,KR7340570001,티앤엘,KOSDAQ,우량기업부,48950,2,-350,-0.71,49450,50100,47800,21697,1066176325,397865600000,8128000,KSQ
029460,KR7029460003,케이씨,KOSPI,,30050,1,900,3.09,29150,30100,28650,64823,1892281475,397599453150,13231263,STK
001530,KR7001530005,DI동일,KOSPI,,20100,2,-300,-1.47,19680,20400,19370,149009,2947705380,396558528000,19729280,STK
403550,KR7403550007,쏘카,KOSPI,,12060,2,-190,-1.55,12190,12500,11720,12642,153955480,396073338120,32841902,STK
094360,KR7094360005,칩스앤미디어,KOSDAQ,벤처기업부,18540,1,320,1.76,18410,18580,18150,222953,4086576855,394517739960,21279274,KSQ
031430,KR7031430002,신세계인터내셔날,KOSPI,,11150,2,-200,-1.76,11290,11420,11050,149996,1673612825,394074450000,35343000,STK
010170,KR7010170009,대한광통신,KOSDAQ,중견기업부,2980,2,-25,-0.83,2995,3040,2930,2745396,8191685663,393317266800,131985660,KSQ
003000,KR7003000007,부광약품,KOSPI,,3985,2,-5,-0.13,3980,4035,3935,388161,1540479919,393178713935,98664671,STK
091700,KR7091700005,파트론,KOSDAQ GLOBAL,우량기업부,7145,2,-25,-0.35,7140,7290,7090,322673,2316643445,392975000000,55000000,KSQ
015360,KR7015360001,INVENI,KOSPI,,68600,1,200,0.29,68600,69700,68400,3757,258354900,391020000000,5700000,STK
003280,KR7003280005,흥아해운,KOSPI,,1620,2,-7,-0.43,1612,1638,1610,1370132,2220513834,389488336380,240424899,STK
013030,KR7013030002,하이록코리아,KOSDAQ,우량기업부,33000,1,650,2.01,33050,33350,32550,55636,1831177500,388348752000,11768144,KSQ
314930,KR7314930009,바이오다인,KOSDAQ,기술성장기업부,13040,2,-20,-0.15,12850,13200,12720,84697,1095350825,388123903120,29764103,KSQ
317330,KR7317330009,덕산테코피아,KOSDAQ,중견기업부,18890,2,-380,-1.97,18860,19160,18630,207912,3922666840,386802671760,20476584,KSQ
000157,KR7000152009,두산2우B,KOSPI,,432500,2,-500,-0.12,438500,440000,429500,1421,614696000,386238935000,893038,STK
027410,KR7027410000,BGF,KOSPI,,4025,2,-5,-0.12,4030,4060,3980,81970,329080624,385260083775,95716791,STK
199430,KR7199430000,케이엔알시스템,KOSDAQ,기술성장기업부,35000,2,-1900,-5.15,36550,36950,34800,303536,10745245525,384931505000,10998043,KSQ
078130,KR7078130002,국일제지,KOSDAQ,중견기업부,341,1,7,2.1,345,355,332,1601649,548918653,384445402011,1127405871,KSQ
101160,KR7101160000,월덱스,KOSDAQ,우량기업부,23150,1,300,1.31,22750,23200,22050,245330,5533368625,382229487950,16510993,KSQ
011500,KR7011500006,한농화성,KOSPI,,24400,2,-450,-1.81,23150,24950,23150,654153,15790933850,381543824800,15637042,STK
033640,KR7033640004,네패스,KOSDAQ,중견기업부,16500,1,320,1.98,15800,16510,15800,132952,2143663000,380476833000,23059202,KSQ
014940,KR7014940001,오리엔탈정공,KOSDAQ,우량기업부,8330,2,-50,-0.6,8500,8590,8280,298993,2507178185,379628596130,45573661,KSQ
049070,KR7049070006,인탑스,KOSDAQ,우량기업부,22050,2,-50,-0.23,22150,22200,21400,178883,3898567025,379260000000,17200000,KSQ
101360,KR7101360006,에코앤드림,KOSDAQ,벤처기업부,21200,1,50,0.24,20550,21750,20550,222732,4739567900,377065616800,17786114,KSQ
217590,KR7217590009,티엠씨,KOSPI,,15620,1,850,5.75,16550,16590,15310,672639,10647435460,376351794500,24094225,STK
419530,KR7419530001,SAMG엔터,KOSDAQ,기술성장기업부,38150,2,-300,-0.78,38450,39200,37900,65291,2506623950,374805247250,9824515,KSQ
095500,KR7095500005,미래나노텍,KOSDAQ,우량기업부,12050,2,-270,-2.19,12020,12260,11930,591644,7151577555,373670487950,31009999,KSQ
001940,KR7001940006,KISCO홀딩스,KOSPI,,26350,2,-100,-0.38,26200,26600,26050,22583,597035775,373547613000,14176380,STK
481070,KR7481070001,에이유브랜즈,KOSDAQ,중견기업부,26350,1,550,2.13,25000,26450,24400,39997,1014907600,373116000000,14160000,KSQ
035890,KR7035890003,서희건설,KOSDAQ,관리종목(소속부없음),1623,0,0,0.0,0,0,0,0,0,372979125711,229808457,KSQ
001200,KR7001200005,유진투자증권,KOSPI,,3850,1,55,1.45,3795,3860,3725,992258,3790698107,372935709300,96866418,STK
0015G0,KR70015G0009,그린광학,KOSDAQ,기술성장기업부,31800,2,-500,-1.55,32300,33350,31000,807898,25932758450,372140803800,11702541,KSQ
168360,KR7168360006,펨트론,KOSDAQ,우량기업부,17470,1,710,4.24,16650,17560,16320,232123,3937792675,371906321480,21288284,KSQ
126720,KR7126720002,수산인더스트리,KOSPI,,26000,1,300,1.17,27350,27350,25750,154238,4060508100,371436000000,14286000,STK
441270,KR7441270006,파인엠텍,KOSDAQ,중견기업부,9390,2,-210,-2.19,9530,9680,9300,261927,2473661220,370604801700,39468030,KSQ
003800,KR7003800000,에이스침대,KOSDAQ,우량기업부,33400,2,-400,-1.18,34000,34100,32950,11910,397364800,370406000000,11090000,KSQ
033790,KR7033790007,피노,KOSDAQ,중견기업부,5420,2,-40,-0.73,5400,5460,5180,250324,1325597440,368762279820,68037321,KSQ
215000,KR7215000001,골프존,KOSDAQ GLOBAL,우량기업부,58700,1,1200,2.09,57500,59200,57000,45704,2675272100,368366860500,6275415,KSQ
304100,KR7304100001,솔트룩스,KOSDAQ,기술성장기업부,29200,1,800,2.82,28150,29450,28000,235740,6821119525,367740566000,12593855,KSQ
004310,KR7004310009,현대약품,KOSPI,,11480,2,-130,-1.12,11610,12110,11140,952398,11118839520,367360000000,32000000,STK
294570,KR7294570007,쿠콘,KOSDAQ,우량기업부,36400,2,-400,-1.09,35750,38400,35250,365619,13591392250,367339044800,10091732,KSQ
064820,KR7064820004,케이프,KOSDAQ,우량기업부,11870,1,40,0.34,12090,12140,11750,136992,1624800075,366803511360,30901728,KSQ
432320,KR7432320000,KB스타리츠,KOSPI,,3605,1,20,0.56,3550,3605,3540,167471,598511785,365598497425,101414285,STK
